series,episode,baker_name,result,signature_bake,show_stopper,technical,baker_age,baker_occupation,hometown,baker
4,10,Christine Wallace,NA,NA,NA,NA,66,Director of an engraving company,"Didcot, Oxfordshire",Christine
4,10,Deborah Manger,NA,NA,NA,NA,51,Dentist,Peterborough,Deborah
4,10,Frances Quinn,WINNER,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake,3,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Frances
4,10,Glenn Cosby,NA,NA,NA,NA,37,English Teacher,"Teignmouth, Devon",Glenn
4,10,Howard Middleton,NA,NA,NA,NA,51,Council Worker,Sheffield,Howard
4,10,Kimberley Wilson,Runner-up,Chicken and Pig Pie,Languages of Love Wedding Cake,1,30,Psychologist,London,Kimberley
4,10,Lucy Bellamy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",Lucy
4,10,Mark Onley,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,Mark
4,10,Robert Smart,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Robert
4,10,Ruby Tandoh,Runner-up,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",2,20,History of Art and Philosophy Student,"Southend, Essex",Ruby
4,10,Toby Waterworth,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",Toby
5,1,Chetna Makan,IN,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,3,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,1,Claire Goodwin,OUT,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes,8,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,1,Diana Beard,IN,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,1,Enwezor Nzegwu,IN,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares,9,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,1,Iain Watters,IN,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",4,31,Construction Engineer,London/Belfast,Iain
5,1,Jordan Cox,IN,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,12,32,IT Manager,"Sneinton, Nottingham",Jordan
5,1,Kate Henry,IN,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,6,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,1,Luis Troyano,IN,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,7,42,Graphic Designer,"Poynton, Cheshire",Luis
5,1,Martha Collison,IN,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,2,17,Student,"Ascot, Berkshire",Martha
5,1,Nancy Birtwhistle,STAR BAKER,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes,1,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,1,Norman Calder,IN,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,11,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,1,Richard Burr,IN,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,10,38,Builder,"Mill Hill, London",Richard
5,2,Chetna Makan,IN,Fenugreek and Carom Crackers,Day On The Beach,8,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,2,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,2,Diana Beard,IN,Parmesan Triangles,"Express, First Class",7,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,2,Enwezor Nzegwu,OUT,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene,9,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,2,Iain Watters,IN,Za'atar and Fig Biscuits,Wild West Scene,11,31,Construction Engineer,London/Belfast,Iain
5,2,Jordan Cox,IN,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack,6,32,IT Manager,"Sneinton, Nottingham",Jordan
5,2,Kate Henry,IN,Parmesan and Apple Biscuits,Tea Time,4,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,2,Luis Troyano,IN,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,3,42,Graphic Designer,"Poynton, Cheshire",Luis
5,2,Martha Collison,IN,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,5,17,Student,"Ascot, Berkshire",Martha
5,2,Nancy Birtwhistle,IN,Fennel and Rye Thins,Hansel and Gretel Scene,2,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,2,Norman Calder,IN,Farthing Biscuits,Zulu Boats at Dawn,10,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,2,Richard Burr,STAR BAKER,Rosemary Seeded Crackers,Pirates!,1,38,Builder,"Mill Hill, London",Richard
5,3,Chetna Makan,IN,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf,8,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,3,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,3,Diana Beard,IN,Rustic Picnic Rolls,Sharing Savoury Pinwheel,7,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,3,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,3,Iain Watters,IN,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip,9,31,Construction Engineer,London/Belfast,Iain
5,3,Jordan Cox,OUT,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,10,32,IT Manager,"Sneinton, Nottingham",Jordan
5,3,Kate Henry,IN,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",1,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,3,Luis Troyano,STAR BAKER,Opposites Attract Rolls,Roscón de Reyes,2,42,Graphic Designer,"Poynton, Cheshire",Luis
5,3,Martha Collison,IN,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,3,17,Student,"Ascot, Berkshire",Martha
5,3,Nancy Birtwhistle,IN,Cider and Walnut Crusty Rolls,'Full English' Stromboli,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,3,Norman Calder,IN,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,4,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,3,Richard Burr,IN,Rye and Cranberry Rolls,Pesto Pinwheel,6,38,Builder,"Mill Hill, London",Richard
5,4,Chetna Makan,IN,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska",3,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,4,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,4,Diana Beard,IN,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan,9,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,4,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,4,Iain Watters,OUT,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",6,31,Construction Engineer,London/Belfast,Iain
5,4,Jordan Cox,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham",Jordan
5,4,Kate Henry,IN,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",7,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,4,Luis Troyano,IN,Pears in Puddings,Bakewell Alaska,2,42,Graphic Designer,"Poynton, Cheshire",Luis
5,4,Martha Collison,IN,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,1,17,Student,"Ascot, Berkshire",Martha
5,4,Nancy Birtwhistle,IN,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska,4,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,4,Norman Calder,IN,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,8,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,4,Richard Burr,STAR BAKER,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,5,38,Builder,"Mill Hill, London",Richard
5,5,Chetna Makan,IN,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies,2,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,5,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,5,Diana Beard,WD,NA,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,5,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,5,Iain Watters,NA,NA,NA,NA,31,Construction Engineer,London/Belfast,Iain
5,5,Jordan Cox,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham",Jordan
5,5,Kate Henry,STAR BAKER,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",3,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,5,Luis Troyano,IN,Tropical Manchester Tart,Four Fruity Seasons Tower,6,42,Graphic Designer,"Poynton, Cheshire",Luis
5,5,Martha Collison,IN,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,1,17,Student,"Ascot, Berkshire",Martha
5,5,Nancy Birtwhistle,IN,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies,4,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,5,Norman Calder,OUT,Tarte au Citron,Pieful Tower,5,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,5,Richard Burr,IN,Fig and Orange Tart,Three Course Autumn Pie Feast,7,38,Builder,"Mill Hill, London",Richard
5,6,Chetna Makan,STAR BAKER,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,2,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,6,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,6,Diana Beard,IN,NA,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,6,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,6,Iain Watters,NA,NA,NA,NA,31,Construction Engineer,London/Belfast,Iain
5,6,Jordan Cox,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham",Jordan
5,6,Kate Henry,IN,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,6,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,6,Luis Troyano,IN,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,3,42,Graphic Designer,"Poynton, Cheshire",Luis
5,6,Martha Collison,IN,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,4,17,Student,"Ascot, Berkshire",Martha
5,6,Nancy Birtwhistle,IN,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte,1,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,6,Norman Calder,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,6,Richard Burr,IN,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,5,38,Builder,"Mill Hill, London",Richard
5,7,Chetna Makan,IN,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs,6,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,7,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,7,Diana Beard,IN,NA,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,7,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,7,Iain Watters,NA,NA,NA,NA,31,Construction Engineer,London/Belfast,Iain
5,7,Jordan Cox,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham",Jordan
5,7,Kate Henry,OUT,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,4,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,7,Luis Troyano,IN,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",5,42,Graphic Designer,"Poynton, Cheshire",Luis
5,7,Martha Collison,IN,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,3,17,Student,"Ascot, Berkshire",Martha
5,7,Nancy Birtwhistle,IN,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,2,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,7,Norman Calder,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,7,Richard Burr,STAR BAKER,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",1,38,Builder,"Mill Hill, London",Richard
5,8,Chetna Makan,IN,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts,1,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,8,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,8,Diana Beard,IN,NA,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,8,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,8,Iain Watters,NA,NA,NA,NA,31,Construction Engineer,London/Belfast,Iain
5,8,Jordan Cox,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham",Jordan
5,8,Kate Henry,NA,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,8,Luis Troyano,IN,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",2,42,Graphic Designer,"Poynton, Cheshire",Luis
5,8,Martha Collison,OUT,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,5,17,Student,"Ascot, Berkshire",Martha
5,8,Nancy Birtwhistle,IN,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",3,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,8,Norman Calder,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,8,Richard Burr,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,4,38,Builder,"Mill Hill, London",Richard
5,9,Chetna Makan,OUT,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",4,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,9,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,9,Diana Beard,IN,NA,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,9,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,9,Iain Watters,NA,NA,NA,NA,31,Construction Engineer,London/Belfast,Iain
5,9,Jordan Cox,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham",Jordan
5,9,Kate Henry,NA,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,9,Luis Troyano,IN,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",1,42,Graphic Designer,"Poynton, Cheshire",Luis
5,9,Martha Collison,NA,NA,NA,NA,17,Student,"Ascot, Berkshire",Martha
5,9,Nancy Birtwhistle,IN,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,3,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,9,Norman Calder,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,9,Richard Burr,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,2,38,Builder,"Mill Hill, London",Richard
5,10,Chetna Makan,NA,NA,NA,NA,35,Fashion Designer,"Broadstairs, Kent",Chetna
5,10,Claire Goodwin,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",Claire
5,10,Diana Beard,IN,NA,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Diana
5,10,Enwezor Nzegwu,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",Enwezor
5,10,Iain Watters,NA,NA,NA,NA,31,Construction Engineer,London/Belfast,Iain
5,10,Jordan Cox,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham",Jordan
5,10,Kate Henry,NA,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",Kate
5,10,Luis Troyano,Runner-up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,2,42,Graphic Designer,"Poynton, Cheshire",Luis
5,10,Martha Collison,NA,NA,NA,NA,17,Student,"Ascot, Berkshire",Martha
5,10,Nancy Birtwhistle,WINNER,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,1,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Nancy
5,10,Norman Calder,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",Norman
5,10,Richard Burr,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,3,38,Builder,"Mill Hill, London",Richard
6,1,Alvin Magallanes,IN,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,2,37,Nurse,"Bracknell, Berkshire",Alvin
6,1,Dorret Conway,IN,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,5,53,Accountant,"Penwortham, Lancashire",Dorret
6,1,Flora Shedden,IN,Blood Orange Madeira Cake,Black Forest Gâteau,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Flora
6,1,Ian Cumming,IN,Somewhere West of Madeira Cake,Black Forest Cherry Tree,8,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Ian
6,1,Marie Campbell,STAR BAKER,Zingy Citrus Madeira Cake,A Walk in the Black Forest,3,66,Retired,"Auchterarder, Perthshire",Marie
6,1,Mat Riley,IN,Gin and Tonic Madeira Cake,Black Forest Gateau,7,37,Fire fighter,London,Mat
6,1,Nadiya Hussain,IN,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,12,30,Full-time mother,Leeds / Luton,Nadiya
6,1,Paul Jagger,IN,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,10,49,Prison governor,"Swansea, Wales",Paul
6,1,Sandy Docherty,IN,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,9,49,Child welfare officer,"Yeadon, West Yorkshire",Sandy
6,1,Stu Henshall,OUT,Marley Madeira Cake,Purple Forest Gâteau,11,35,Professional musician,"Guildford, Surrey",Stu
6,1,Tamal Ray,IN,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,4,29,Trainee anaesthetist,Manchester,Tamal
6,1,Ugnė Bubnaityte,IN,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,1,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Ugnė
6,2,Alvin Magallanes,IN,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,6,37,Nurse,"Bracknell, Berkshire",Alvin
6,2,Dorret Conway,IN,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs,1,53,Accountant,"Penwortham, Lancashire",Dorret
6,2,Flora Shedden,IN,Wedding Biscotti,Honey and Earl Grey Tea Box,2,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Flora
6,2,Ian Cumming,STAR BAKER,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture,3,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Ian
6,2,Marie Campbell,OUT,Biscotti Italiano,Russian Box,11,66,Retired,"Auchterarder, Perthshire",Marie
6,2,Mat Riley,IN,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,5,37,Fire fighter,London,Mat
6,2,Nadiya Hussain,IN,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes,9,30,Full-time mother,Leeds / Luton,Nadiya
6,2,Paul Jagger,IN,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,10,49,Prison governor,"Swansea, Wales",Paul
6,2,Sandy Docherty,IN,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,4,49,Child welfare officer,"Yeadon, West Yorkshire",Sandy
6,2,Stu Henshall,NA,NA,NA,NA,35,Professional musician,"Guildford, Surrey",Stu
6,2,Tamal Ray,IN,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box,8,29,Trainee anaesthetist,Manchester,Tamal
6,2,Ugnė Bubnaityte,IN,White Wine Biscotti,Baby Climbing into the Cookie Box,7,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Ugnė
6,3,Alvin Magallanes,IN,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia,4,37,Nurse,"Bracknell, Berkshire",Alvin
6,3,Dorret Conway,OUT,Walnut and Stilton Soda Breads,Unmade Bread,6,53,Accountant,"Penwortham, Lancashire",Dorret
6,3,Flora Shedden,IN,Fig and Hazelnut Rye Breads,Herb Couture,2,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Flora
6,3,Ian Cumming,STAR BAKER,Wild Garlic Pesto Soda Breads,Flour Power,1,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Ian
6,3,Marie Campbell,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",Marie
6,3,Mat Riley,IN,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,8,37,Fire fighter,London,Mat
6,3,Nadiya Hussain,IN,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket,9,30,Full-time mother,Leeds / Luton,Nadiya
6,3,Paul Jagger,IN,Cranberry and Orange Sweet Soda Breads,King of the Jungle,10,49,Prison governor,"Swansea, Wales",Paul
6,3,Sandy Docherty,IN,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,7,49,Child welfare officer,"Yeadon, West Yorkshire",Sandy
6,3,Stu Henshall,NA,NA,NA,NA,35,Professional musician,"Guildford, Surrey",Stu
6,3,Tamal Ray,IN,"Fig, Cheese and Walnut Breads",Breadcycle,3,29,Trainee anaesthetist,Manchester,Tamal
6,3,Ugnė Bubnaityte,IN,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket,5,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Ugnė
6,4,Alvin Magallanes,IN,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,9,37,Nurse,"Bracknell, Berkshire",Alvin
6,4,Dorret Conway,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire",Dorret
6,4,Flora Shedden,IN,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes,3,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Flora
6,4,Ian Cumming,STAR BAKER,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes,4,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Ian
6,4,Marie Campbell,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",Marie
6,4,Mat Riley,IN,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,7,37,Fire fighter,London,Mat
6,4,Nadiya Hussain,IN,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes,8,30,Full-time mother,Leeds / Luton,Nadiya
6,4,Paul Jagger,IN,Almond Crème Brûlées,Berry Cheesecake Tower,1,49,Prison governor,"Swansea, Wales",Paul
6,4,Sandy Docherty,OUT,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",6,49,Child welfare officer,"Yeadon, West Yorkshire",Sandy
6,4,Stu Henshall,NA,NA,NA,NA,35,Professional musician,"Guildford, Surrey",Stu
6,4,Tamal Ray,IN,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",5,29,Trainee anaesthetist,Manchester,Tamal
6,4,Ugnė Bubnaityte,IN,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",2,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Ugnė
6,5,Alvin Magallanes,IN,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",8,37,Nurse,"Bracknell, Berkshire",Alvin
6,5,Dorret Conway,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire",Dorret
6,5,Flora Shedden,IN,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche,3,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Flora
6,5,Ian Cumming,IN,Honey and Flowers Cake,Dessert Island,5,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Ian
6,5,Marie Campbell,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",Marie
6,5,Mat Riley,IN,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,4,37,Fire fighter,London,Mat
6,5,Nadiya Hussain,STAR BAKER,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll,1,30,Full-time mother,Leeds / Luton,Nadiya
6,5,Paul Jagger,IN,Carrot & Pecan Cake,Dessert Island Getaway,2,49,Prison governor,"Swansea, Wales",Paul
6,5,Sandy Docherty,NA,NA,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",Sandy
6,5,Stu Henshall,NA,NA,NA,NA,35,Professional musician,"Guildford, Surrey",Stu
6,5,Tamal Ray,IN,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,7,29,Trainee anaesthetist,Manchester,Tamal
6,5,Ugnė Bubnaityte,OUT,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Ugnė
6,6,Alvin Magallanes,OUT,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,6,37,Nurse,"Bracknell, Berkshire",Alvin
6,6,Dorret Conway,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire",Dorret
6,6,Flora Shedden,IN,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,2,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Flora
6,6,Ian Cumming,IN,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer,3,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Ian
6,6,Marie Campbell,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",Marie
6,6,Mat Riley,STAR BAKER,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,1,37,Fire fighter,London,Mat
